Label,Email
ham," Sam,  This is the final version of the presentation.  Vince "
ham," Lindy, do you know offhand whether our OBAs with PG&E and SoCal deviate from  the usual 10% tolerance provided for in our tariff form OBA?  If not, who do  you think might be able to tell me?  "
ham," Vince,  I do not think that there is match with our group but I forwarded Steve's  resume to Ford Cooper and Joe Phalen of the Water Group.  Regards, Osman"
spam, http://www.mgmmiragevacations.com/bestbeau1.htm
ham, Hugoton compressor operators will not be at the station on weekends .
ham, I've updated the memo to insert the missing references.  I also learned that  he meetings with ONS and ANEEL are scheduled for tomorrow.  Thanks   
ham,X-FileName: ebass.nsf  Pretty funny stuff.   - salmon[1].asf   
ham, golf at a good course
ham, please change the counterparty
ham, The genco room needs to be with power and the size needs to be increased as requested by Lloyd Will.
ham, Attached are the latest per our discussion. 
ham, why does everybody in this company know my p&l?????
ham,   Here is the latest & greatest...Give me a call if you have any questions.  Have a good morning!!  Chris
spam, http://www.audiosurvey.com/
ham, AAI Presentation:  (See attached file: DRT2753.jdnmu.PPT)   News weather ......   Thanks for agreeing to speak Steve.   - DRT2753.jdnmu.PPT  - South Texas Pres Aug 13 2000.pges.alledits.ppt
ham, Attached is a draft of a swaption based upon the term sheet reviewed the  other day.  Elizabeth has not reviewed yet and I still have some lingering  questions.  ss 
ham, I know you are going to make me a happy camper and let me know what you have  executed for Jan 2000 so far!!
ham,X-Origin: HORTON-S X-FileName: shorton.nsf  Please see attached.   Don't hesitate to call me if you have any questions or  concerns.  Stan 
ham," You really didn't have to rub the age bit in.  I know that I am still too  young.  Saw Mom yesterday.  Will try to get back Sunday, but can't say for  sure.  See you there if I can make it.  Write sometimes."
ham," Dan, it will have to wait - I will be back in early January.  Regards Delainey"
spam, http://www.cnn.com/SPECIALS/views/y/2001/01/feldman.power.jan3/
ham," Tim:  I am preparing a list of the pluses and minuses for the three main  alternatives of Settlement, Hearing and FERC.  I think it will be helpful to  channel the discussion.  I will send it to you later today.  Mark"
ham,"X-bcc:  X-Folder: \ExMerge - Love, Phillip M.\Risk Management X-Origin: LOVE-P X-FileName: phillip love 6-25-02.PST  Hi all,  Here are a few more stragglers to move into the bankruptcy books:     Please call if you have any questions.  SBR x30569"
ham, Tana:  None of the CPs on the 3/22 list are authorized to trade US power since they  were all restricted by credit.  Leslie
ham,1-800-998-2462  (conf# 5608264)
spam," You may want to add this site to your bookmarks, this site has spot gas prices for delivery at the California Border (SP) and at PGT-Malin (NP).  Should be of some use. Bill  http://www.enernetdaily.com/"
ham," Rudwell,  Attached is the executable Bridgeline Holdings guaranty for ONEOK,  please forward for execution by Bridgeline.  Let me know if you have any questions.   "
ham, Call me when you get a chance please.
ham, I put in an offsetting trade for the phys/financial swap.  You will have to  process three confirmations to get it done 2 offsetting phys and 1  financial.    Pete
ham," and one more check Richter deal 550267.01  bloomberg has fee of .005   we have zero, called bloomberg,  no answer    fee?  Thanks"
ham,X-FileName: kmann.nsf  The attached is marked to show changes from previous draft seen by CRRA.    Kay
ham," Darlin', Someone booked the entire Rainbow Lodge for a party this p.m. As alternatives, Chez Sooz recommends: La Mora Brennan's Please advise.  xxxooo S."
ham, Brunell or Bledsoe - which one are you willing to trade and for what?  I  could give a rb and a WR
ham, I just realized that I failed to send the MS 150 check. It's in the mail! Congratulations on your awesome fund-raising success.
ham, are you reachable by fax?
ham,X-bcc:  X-Folder: \Eric_Bass_Dec2000\Notes Folders\All documents X-Origin: Bass-E X-FileName: ebass.nsf  We have a game tonight at 6:45.  Please try to be there by 6:30.  Let me know  whether or not you will be at the game.  Eric
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  Attached are the January numbers. 
ham," http://oasis.ecar.org/OASIS/NODE  Then, click on the IPL or Cin circle and choose tariff."
ham,X-Origin: STCLAIR-C X-FileName: cstclai.nsf  Gary: I will draft something in the form of a disclaimer and send it to you.  Is  this something that we are just doing for this customer or will this happen  more frequently with other customers? Carol
ham," Paul, I am in the early stages of planning my next run to Singapore and Sydney.  I  was thinking about bringing my wife and staying over a couple of days (or a  week).  What is the weather like in July and are you going to be there? Thanks, Mike"
ham, just some thoughts on what we might say in a letter if we have to send one by  the 4th.  
ham,X-FileName: mark fischer 7-12-02 LNotes.nsf  Please see attached... 
ham," Louise,  Yes, I'd like to get together as soon as possible.  I'm available this  afternoon (Fri) or Tues. next week in the afternoon.  Let me know.  Fletch"
ham, Haven't i already done this.  This went out a while ago didn't it? m
ham, what is your cell phone #?
ham," Thanks. It looks like the phys transport volumes were added to socal and  citygate, but could you add all of the transport model positions to the  physindex tab.  PG&E topock, san juan, mojave, krs, etc.  Gracias, Mike"
ham,"X-Origin: Whalley-L X-FileName: gwhalley.nsf  Louise,  Greg is requesting Enron Net Works' 2001 Goals & Objectives (no more than 3  to 4 each) asap.  Many Thanks,  Liz Taylor x31935"
ham,"X-Origin: Rogers-B X-FileName: brogers.nsf  Larry Soderquist has forwarded to me a TVA schedule of the Shelby upgrade.   If it's not already in Deal Bench, let me know and I'll forward it down.   Scheduled completion is May, '02.  Mitch"
ham, What a game. I'm psyched. Derek Jeter has to be one of the all time greats at his position. 
ham," Hey John, its a 30 min. trip for the email - go figure."
ham,X-Origin: Taylor-M X-FileName: mtaylor.nsf  Attached is Sara's Project List. 
ham, Here are the maps for the development sites. Ben 3-7998 
spam," When: Wednesday, February 13, 2002 12:00 PM-3:00 PM (GMT-06:00) Central Time (US & Canada). Where: tbd  *~*~*~*~*~*~*~*~*~*  Review available services with OATI for East, West & Canada."
ham, i am not moving there any time soon.  i need to get rich and then one day i  might.  
ham,"X-FileName: RRING (Non-Privileged)1.pst  Your message was received by BuyICAP@nyiso.com at 10/18/2001 07:05:20 PM  This is an auto-generated message, please do not reply. "
ham," If you need any  inboxes, desk drawer organizers, or file cabinet dividers stop by my desk @ ECN1739a. I have a box full of these items."
ham," I entered the discounts on the Tetco backhaul contract B10581  The rates are  Rec  Del  Rate Ela & Wla Transco .05  Ela & Wla Enerfin  .055 Ela & Wla Evangeline .055 Ela & Wla Centana .055  And GRI is included, ACA needs to be added."
ham,"X-Origin: JONES-T X-FileName: tjones.nsf  To All:  Please find the attatched omnibus credit worksheet for to be included in the  confirm of the aforementioned financial transaction,  Thanks  RD "
ham," STEVE KEAN     		 Executive Committee Weekly Meeting Date:  Monday, January 29 Time:  11:00 a.m. (CDT) Location: 50th Floor Boardroom   Yes, I will attend in person ___X____    "
ham, I couldn't find your phone number in the system.   Here is a list of what I have compiled:  Eddie Reets - Basis  Joey Stanton - Tx Physical Brad Lebetter - Tx Financial Vince Garcia - Gulf Physical Tom Jania - Northeast Physical   -Eric
ham, ho w have you been?  i haven't been up to much just going out and stuff.  are  you going home for the holidays?  i am heading to denver this weekend and  will be there through next week.  what are you doing over new years?
spam," <<...OLE_Obj...>>  Happy Holidays!  Please click on the icon below, and choose to ""open,"" not ""save.""  Best wishes to all.   <<HappyHolidays.html>>  "
ham, current 6300  over 39 1/2 400
ham," I usually go around 12:30 but can go any time you want, unless work gets in  the way.  dp"
ham, Hopefully this will get to you.  I've already faxed the document to you also.    
ham," Grant & Vince,  I have approved your request for RisktRAC (formerly GRMS) access.  In about a  week, contact your IT help desk representative to verify the deployment onto  your desktop.  Thanks,  Rudi"
ham," When: Wednesday, June 06, 2001 10:00 AM-11:00 AM (GMT-06:00) Central Time (US & Canada). Where:  @ 10:00am CST  (225) 931-8111  *~*~*~*~*~*~*~*~*~*   "
ham, 3:00 pm - Meeting w/Lani Upshaw and Patrice Thurston in EB3271.
ham," I think I've already responded, but, we are OK here in power trading."
ham, They're great...awesome country music.  Don't be too scared.
ham," Heather,   I will be leaving today at 1:00.  We are buying a house and we have the  inspection today.  So, if Bob ar anyone needs me they can contact me by pager  or mobile phone.  Thanks.  D"
ham," I will be out of the office starting  12/22/2000 and will not return until  01/09/2001.  If the matter is urgent, please contact Sarah Novosel at (202) 466-9160.  Otherwise, I will respond to your message when I return.  "
ham, Here is the Stoddard image-one more to go. 
ham,"Chad Driskill 925-600-2013, Lisa Norwood 830-8632 (cell 713-725-8884), Michele Blanco 925-479-6755"
ham," Tana: Per my voice mail, Luannne Giessen's phone number is 212-902-0580. Carol"
ham, green bay and chic under 39
ham," FYI    The 4,000 the East Desk bought from Ontario for tomorrow will probably  get constrained but we wanted to try it. "
ham, please send the deal number again.
ham," I could only get a court from 5-6.  Can you get there earlier or should we risk finding a court.  Hope your feeling better.    Elizabeth Sager, sam's dad 713-853-6349"
ham,X-FileName: PLOVE (Non-Privileged).pst  How are we doing on the Sitara-TAGG links.  I know that we were going to assign these to some folks on our desks.  Are we OK on this?  Please let me know.  John
ham, anytime in the morning. PL
ham, 461026 461027 jeff  broker has 75 mw
ham, Gerald:  Attached are the memo and draft letter we discussed this morning.  I hope they are helpful.  Craig    <<Alternatives memo 9-28-00.doc>>  <<Drft Wildhorse ltr 9-28-00.doc>>   - Alternatives memo 9-28-00.doc  - Drft Wildhorse ltr 9-28-00.doc
spam," Vince, Two candidates for your review. Please call  me. ? Paul Johnson, CPC President (281)  497-8595 ? Please visit our website ? www.austingrp.com    - Wood, Shelly.doc  - JPBresume2.doc"
ham, We were dealing with Mr Lavorato prior to yourself and we understand that John was expecting at that time.  We have not heard from John for a while now and we hope that the Lavoratos are doing fine.  Regards Kenny
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: HPLN0125.xls)   - HPLN0125.xls
ham," Anyone up for a sat night outing?  By the way, I don't know if you've read the front page of the Houston  Chronicle today but I have committed to UCLA.  The Bruin Athletic Department  is researching my remaining eligiblity.   "
spam, http://www.townhall.com/columnists/jackkemp/jk20001227.shtml
ham, Try Sheila Tweed.  We did a few transactions there last year.  Mark
ham," So, would you recommend anywhere?  B."
spam," http://www.co.montgomery.tx.us/phonbook/   Jana Phillips Marketing Manager New York Mercantile Exchange 1000 Louisiana Street, Suite 1095 Houston, TX 77002  Phone: (713) 658 9296 Fax  : (713) 658 9393 Jlpnymex@aol.com"
ham,X-FileName: kmann.nsf  I believe this letter is applicable to the Blue Dog turbines: 
ham, I organized our thoughts from yesterday into an outline we can follow.  This  also gives us a place to start to record our facts/assumptions as we identify  them.  I moved the document into O:/Energy_Ops/OPM Hours Survey for now so we  can all access. 
ham,"X-FileName: esager (Non-Privileged).pst  When: Wednesday, December 19, 2001 4:00 PM-5:00 PM (GMT-06:00) Central Time (US & Canada). Where: ECS 05116 call in number 713-584-1096  *~*~*~*~*~*~*~*~*~* "
ham,"Vince,  Just a reminder to put in a word with Dave.  I have already sent him a short  note, asking him for a meeting in the week of 17th December.  Regards, Sandeep."
ham,"  I just got back in from Austin.We had our National Sales Meeting. I just got back in last night.  Why don't we do lunch on Sat or Sun. ? Let me know what day works best for you. Thanks. Don't forget, Lilly flys in on 3/15/02!"
ham, Thanks for the info.  Rest well.  
ham,"	TASK ASSIGNMENT   Task Priority:		 Task Due On:		4/16/2001 Task Start Date:	 "
spam, http://www.whysanity.net/muppets/rainbow.html _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com
ham, long term pjm...
ham,"X-Origin: JONES-T X-FileName: tjones.nsf  We have executed a Letter Agreement dated April 10, 2000 amending the  Electronic Trading Agreement with the referenced counterparty.  Copies will  be distributed."
ham,"X-Origin: MCCONNELL-M X-FileName: mmcconn.nsf  Richard,  I sent your info on to my direct reports for evaluation.  I've also sent on  to others as well.  If there is an interest, you will be hearing from us.  Good luck, Mike"
spam,"X-bcc:  X-Folder: \ExMerge - Dorland, Chris\Deleted Items X-Origin: DORLAND-C X-FileName: chris dorland 6-26-02.PST  Here is a copy of my schedule until the end of January:   http://www.nwcair.com/planner.html  "
ham, Is this single or double elimination?
ham," Peter,  I forwarded your resume with my recommendation to two senior executives in our Transportation and Storage Group.  Vince"
ham," Darren:    I never received copies of the confirms which we discussed.  Sara Shackleton Enron North America Corp. 1400 Smith Street, EB 3801a Houston, Texas  77002 713-853-5620 (phone) 713-646-3490 (fax) sara.shackleton@enron.com"
spam," Group, The site below has some very useful information and is worth a look.  http://www.nerc.com/glossary/  If you need a definition of terms this site should provide everything you  need.  -Bill"
ham," Done.     Lester Rawson 02/28/2001 09:32 AM To: Kate Symes/PDX/ECT@ECT cc: Caroline Emmert/HOU/ECT@ECT   Subject: Jan Pac Losses  Kate,  Please approve and autoschedule deal # 533948.  Les  "
ham," This will be a big help, thanks!  Kay   From: Legal Temp 4@ECT on 04/10/2001 08:58 AM To: kay.mann@enron.com cc:    Subject: E-mail address  Thanks, Warren.  "
ham, It would be funny if it were not quite so close to the truth!
spam," Kate, can you check fee for above deal    mark fischer Enron sells constellation mona july-sept 01 610.00 we have zero fee, tfs shows .0075    Let me know and we probably need to set  mona delivery point in the system. Thanks   sp"
ham,X-FileName: kmann.nsf  The posted number was a mistake.  
ham,"X-Origin: Germany-C X-FileName: cgerman.nsf  J-We bought 15,000/d from a 3rd party for 11/10 through 11/14. Please pull  from our TCO Pool #69593. Our daily forcasted noms will reflect this. C- Should we do this at GD 10-14 rather than IF FOM? "
ham, Our net nymex equivalent position for today's exotics portolio is 21  contracts .  I changed the pubcode for the spread options from a basis curve  (CGPR-AECO/BASIS)  to a Fixed Price Curve (AECOUS) so hopefully this will  help us reconcile.   
ham, Attached is my revised letter.  Please call with any questions. 
ham,"    Harlan E. Murphy Enron Wholesale Services - Legal 1400 Smith Street, EB 3811 Houston, Texas 77002 Tel: 713.345.2679 Fax: 713.646.3490 E-mail: Harlan.Murphy@Enron.com"
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	TMS Weekly Mtg. Conference room EB4102  Date:		2/7/2001 Time:		1:30 PM - 3:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
spam, http://www.oklahoman.com/cgi-bin/show_article?ID=547605&pic=none&TP=getarticle
ham, Here you go.   
ham," Kate, We are short 3 pieces tomorrow at $27.20, $28.00, and a piece at the ST-CALI index.  We are also long HE2 through HE5 at PV, 20 mws parked with PNM at $16. Deal #'s are-823620, 823657--we will be out in position manager for these hours...BW"
ham,X-FileName: jdasovic.nsf  Blank   - Blank Bkgrd.gif  - 6-7-01 AL Summary Chart.doc
ham," Francesca,  It was nice meeting you in San Antonio. An article from FT on IPOs in case you missed it.   Vince Kaminski "
spam,X-Origin: Kaminski-V X-FileName: vkamins.nsf  Any interest in this conference?   http://www.haas.berkeley.edu/citm/conferences/010522/   Vince
spam, http://www.srh.noaa.gov/hgx/index3/climate3/iah3.htm
ham," Scott, sounds great!! Can't wait for the next one.  Regards Delainey"
ham,X-Origin: MANN-K X-FileName: kmann.nsf   <<Gas Turbine Purchase Agreement.DOC>>  Sorry for the delay.  Here is the most recent draft of the GE Turbine Agreement.  I will send the blackline shortly (I hope).  - Gas Turbine Purchase Agreement.DOC
ham,"X-FileName: skean.nsf  Please find attached the following article/s: 'Hard times put green business to the test' - Financial Times   Kind Regards, Kuldeep Chana"
ham, Sylvia/Jeff - has anything else been done with Qualitech Steel?
ham," 	  	Lewis Eugene Adkins 	9214 Sanford 	Houston, TX 77031  	DL# 04165772  	Larry's cell 713-628-0674"
ham, June volumes on Tejas are attached.  
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Marysusan/Training Meeting/ attendees: Sheila Nacey (Lynn's Office)  Date:		10/16/2000 Time:		3:00 PM - 4:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham, WHAT IS THE CROSS STREET ON RICHMOND??
ham, Mary   I was out of the office on friday.  I will call you about wade later today  Philip
ham," Happy hour with staff, not family :-("
ham, i wasn't that drunk on saturday.  i was just joking.  i felt great on  saturday.  like a champ.  people get married younger than you?  wow.  what  the hell do they do if they get married that early?  
ham, Packers beat Chargers 13 to 6.
ham, For ref 507756 Amerex shows a fee of $.0275.  Can you check with Mike  Swerzbin b/c we show a fee of $.0075.  Thanks
ham,"    Cordially, Mary Cook Enron North America Corp. 1400 Smith, 38th Floor, Legal Houston, Texas   77002-7361 (713) 345-7732 (phone) (713) 646-3490 (fax) mary.cook@enron.com"
ham, 202-333-3288
spam, check this out   http://www.headhunter.net/share/det.asp?d=J42QS1MKNJ1V5Q1R06
ham, shawn is in town tonight and wants to get a bite to eat if you are up for it.
spam, http://www.clubcherry.net/html/masterframe.html
spam, http://www.tsin.com/nodes/wscc.html
ham," Scott, Any response on the issue of earlier nom's on Transco?  I don't want  to go into the market cover this position if ENA can cover us with early  morning noms. Let me know.  Jess"
ham,"X-Folder: \Shively, Hunter S.\Shively, Hunter S.\Deleted Items X-Origin: SHIVELY-H X-FileName: Shively, Hunter S..pst  The Elwood Bank Balance is not correct, but it will be corrected on Monday.  "
ham, This deal has no price entered -should we not confirm it?  or is it wrong? Thanks! Kim
ham, Looks good. Please book this.  Thank you.
ham,X-Origin: KEAN-S X-FileName: skean.nsf           Geriann Warner GA - The Americans Tel: 713-853-5036 Fax: 713-853-7297
ham, 466977 broker has palo verde bob badeer. 
ham, I have attached Coral's responses to Staff's First Set of Data Requests and to the ISO's First Data Request to Coral.   - Email Attachment.pdf   - #151621 v1 - CORAL'S DR TO ISO'S REQUEST TO 202C PARTIES.DOC   - CORAL DATA RESPONSES.DOC 
ham," Jeff / Michelle / Ken,  Here's the Daily Update for the 1st.  Suzanne   - IGSUpdate.xls"
ham,X-Folder: \Darren_Farmer_Dec2000\Notes Folders\All documents X-Origin: Farmer-D X-FileName: dfarmer.nsf  Teco Tap       20.000 / Enron ; 79.167 / HPL Gas Daily  LS HPL LSK IC       20.000 / Enron  
ham," Your last e-mail said you had attached the revised credit terms,  but it was  not there?  Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Ava-35842/Market Services Council Mtg. conference room 42C2  Date:		3/1/2001 Time:		10:30 AM - 12:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham," way to show up for the game.  we had to get a ringer, but she was pretty  good.  she is one of those softball freaks that goes out every tues night  looking to pick up games."
ham,"X-FileName: dfarmer.nsf  As we discusssed, we nominate 5,000 MMBtu/d from HPL into Eastrans for  2/3/2000, and 5,000 MMBtu/d (the first gas delivered) from Fuels Cotton Valley into HPL for 2/3/2000. "
spam, http://www.har.com/search/condo/indexdetail.cfm?mlnum=536712   http://www.har.com/search/condo/indexdetail.cfm?mlnum=526724    http://www.har.com/search/condo/indexdetail.cfm?mlnum=389305 this is the one that my friend at work recommended 
ham, Kim  Did you ever get hold of my accountant?
ham," Sorry I didn't call you last night.  I didn't get home until 10 and brian was  on the phone untill 11, so I figured you were asleep by then.  I'll give you  a call later.  e"
spam, Laura DeShazer=20 OIL & GAS JOURNAL ONLINE=01;=20 www.ogjonline.com=20 800.874.1510 phone=20 918.831.9120 fax=20  vince vince
ham," I didn't have an exact email address for Kent, so I guessed.  kkopetzy@utilicorp.com  It was just returned undeliverable.  Please forward the info to him.  Thanks.  DG"
ham, Good flight -  checked in  will sign in tomorrow  Chuck  __________________________________________________ Do You Yahoo!? Send FREE video emails in Yahoo! Mail! http://promo.yahoo.com/videomail/
ham," The lady's name is Charlene Jackson.  I don't know here, but give her a call  and check it out.  See you Sunday!"
ham,"X-Origin: JONES-T X-FileName: tjones.nsf  Per my voicemail, below are the revised online GTC's.  Sorry for an  inconvenience this might have caused you.   "
ham," Carol,  What document are you referring to in this e-mail?  I have received so much  stuff lately I don't know what I have and what I don't have.   Thanx,  Chris"
ham,"   								  Would you email me confirm # 1148026.    Thanks  Debra Perlingiere Enron North America Legal 1400 Smith Street, EB 3885 Houston, Texas 77002 Debra.Perlingiere@enron.com 713-853-7658 713-646-3490 Fax  "
ham," thx for call.  no about plan ""B"" but haven't seen anything on paper.  jeff"
ham,"   I have put you down for lunch on Wed.  Debra Perlingiere Enron North America Legal 1400 Smith Street, EB 3885 Houston, Texas 77002 Debra.Perlingiere@enron.com 713-853-7658 713-646-3490 Fax  "
ham," Sounds good.  The email was a good idea, also."
ham, I understand.  Thanks for the update.
ham,X-Origin: Davis-D X-FileName: ddavis2.nsf  Subject: Too much calcium?    ********************************************************   - teef.jpg   
ham," PW,   HPL's spot and base purchases by zone for April 2000 are reported in the  attached file.  Let me know if you have any questions.  D "
ham, Please make the following changes for me please: No Vacation on Sept. 11 Change my late day from sept 12 to sept 19 schedule vacation on Sept. 18th.  Please call with any questions.  Thanks. PL 3-7376
ham, Call Jerry?
ham, FYI - I faxed latest CSA and correspondence to you for our conference call  tomorrow.  SS P.S.  Do you know what the problems are?  I haven't heard a word.
ham," 2,986,400 MWhs "
ham," Thanks very much, John.  When this is complete, I'd like to send to the  larger distribution list.  In fact, if you concur, I'd like to send this  around to the rest of the group right now.  Let me know."
ham," How about Eric Moulds and Kevin Faulk for Ed McCauffrey, Yancy Thigpen and  Mike Cloud PL"
ham," Richard,  FYI: Heather asked to me send her an e-mail requesting the information since it is confidential.  Mary"
ham, lunch is here
ham, I would like to take a quiet stroll with you in a dark alley.    Grigsby
spam,"  <<InternetNews - Advertising Report -- Red Sky Interactive Axes 70.url>> Hope colleen is ok.   http://www.internetnews.com/IAR/article/0,,12_535071,00.html   - InternetNews - Advertising Report -- Red Sky Interactive Axes 70.url"
ham,"X-Origin: Whalley-L X-FileName: gwhalley.nsf  Dave,  Greg is requesting Enron Americas' 2001 Goals & Objectives (no more than 3 to  4 each) asap.  Many Thanks,  Liz Taylor x31935"
ham, I sent the wrong file just a second ago.  Sorry.   
ham," Hey, you're back.  Did you have fun?  jerry and I are taking a motorcycle trip next week."
ham, VP Candidate  -  Bridget Fraser  Please find attached the recommendation letter and CV for Bridget Fraser.  
spam,X-Origin: Bass-E X-FileName: ebass.nsf  http://www.rsn.com/pages/include/cams/campic.html?rsn_resort=telluride
ham,"Sam Behrends, IV 202-986-8018  Steven H. Davis Co-Chairman 212-424-8436  Cam MacCrae 212-424-8080  John Klauberg 212-424-8125"
ham, http://sokolin.com/1998's.htm  1998 monbousquet
ham, Here is the spreadsheet with the DCF analysis from CSFB. Ben 
ham," Tom,  I can't get through to your phone for some reason.  I found the product in the ""Draft"" status and it is now active.  Let me know if you need anything else  Kevin Meredith  EnronOnline (713) 853-9555"
spam," Ben,  Any interest in golf this Sunday afternoon?  Might have a spot or two in a foursome.  Thanks, Chris Hilgert Enron Compression Services Work: 713-853-7350 Cell:   713-857-2479 www.enron.com/compression"
ham,"X-Origin: Grigsby-M X-FileName: mgrigsb.nsf  Please include me on this trip.  Have Ina reserve a plane flight for us if  you don't mind.  Thanks, Mike"
spam, http://www.timeout.com/london/links/index.html
ham,"X-bcc:  X-Folder: \LBLAIR (Non-Privileged)\Blair, Lynn\Vacations 2001 X-Origin: Blair-L X-FileName: LBLAIR (Non-Privileged).pst  I plan on taking vacation October 4, 5, 8,9 10, 11, and 12. This will finish my vacation for the year. thanks. sj"
spam," (See attached file: fxdta.pdf)       Carr Futures 150 S. Wacker Dr., Suite 1500 Chicago, IL 60606  USA Tel:  312-368-6149 Fax:  312-368-2281 soblander@carrfut.com http://www.carrfut.com  - fxdta.pdf"
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Enpower Status EB3084  Date:		1/3/2001 Time:		3:00 PM - 4:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham, do you know those girls?
ham,"X-Origin: Whalley-L X-FileName: gwhalley.nsf  Jeff,  Greg is requesting Enron Industrial Markets' 2001 Goals & Objectives (no more  than 3 to 4 each) asap.  Many Thanks,  Liz Taylor"
ham, Agree.  Please handle at the Audit Committee meeting.
ham, Thanks.  Not impressive. mike
ham, See Attached
ham, Mr. Homco gave this his stamp of approval.  It's ready to go.  thanks     Darla Saucier@ENRON 02/09/2001 11:19 AM To: Chris Germany/HOU/ECT@ECT cc:   Subject: Re:      
ham," Barry Tycholiz has asked me to confirm for you that we do have a master in  place with Husky.  We do, indeed, and I will shoot a copy down to you."
ham," I would like to request information and application materials for your  International Studies program in Bologna. I am interested in applying for the  academic year of 2002-03.  Thank you, Kate Symes 2505 NE 32nd Place Portland,OR 97212 (503) 288-6546"
spam, http://www.pmaconference.com/
ham, don't forget to call mcmahon and give him a little grief.  Ray told me this  was all Jeff M.'s doing.
ham,X-cc:  X-bcc:  X-Folder: \Vladi_Pimenov_Nov2001\Notes Folders\Notes inbox X-Origin: PIMENOV-V X-FileName: vpimenov.nsf  This meeting is to take the place of the Monday morning meeting. 
ham," If you look under my kmann directory you will find a doc called  westinghouseproposal to resolve issues on Enron Dec13 SWPC.  Please print 4  originals on ENA letterhead.  Thanks,  Kay"
ham,"X-bcc:  X-Folder: \RHAYSLE (Non-Privileged)\Hayslett, Rod\Deleted Items X-Origin: Hayslett-R X-FileName: RHAYSLE (Non-Privileged).pst  Attached for your information is our latest estimate of November earnings.    "
ham," Kirk,  What is the deal with this boat trip?  Seems too extravagant and wasteful.  I am not comfortable with this.  Can't we just have a small happy hour once the project is complete?  Phillip"
spam," Ashley,  The web site address of the prof at Berkeley I contacted.  http://www.ieor.berkeley.edu:80/~oren/  Vince"
spam, http://www.neosoft.com/~arrt/cool.htm
ham," So, any plans for tomorrow? I vaguely remember you suggesting we hit the town  tomorrow..."
ham, Set up w/Maria Jose @ 9011541148912641 (Michael's direct dial @ 9011541148913600 )
ham, Totally supportive  of candidate. I hope we can get her. Only issue was  reluctance to move to Houston or London. That will hurt us eventually. Rick
ham," Karen, heres the version of the PRC memo you should use.  Please call if you  have any questions.  SRS "
spam," Daren,  The above mentioned meter (delivery) shows a small flow of 24 dec. on  2-1-00.  The sitara deal (151694) has a stop date of 1/31/2000.  Can you please extend the deal thru 2-1-00 to cover this small volume?  Thanks -Jackie-"
ham," I will need a replacement for Chuck unless I get another trading track  person.  I will also need a replacement for Ben Pham, for which Dave(bench)  will also need a replacement.   PL"
ham," Louise, Attached is an index showing the information that was redacted by legal.  Mari   "
ham, So am I.  I heard through the grapevine that we will be heading out to  Ditka's for your birthday on Thursday?  I also heard rumors that they may be  closing that casino down.  I hope it is not before Jazz Fest. PL
ham, thanks for the muffin!  sp
ham, Order. Pay. Be On Your Way.  iBuyit - New.  Innovative.  Automated.  Purchase & Payment Tool.  Indulge Your Senses.  http://home.enron.com:84/messaging/index.html  Please send any questions you have to iBuyit@enron.com
ham, Whalley's asst tells me the meeting at the Px is at 9 am. I have left Greg a  voicemail indicating that the three of us should talk today about strategy. 
ham,"X-bcc:  X-Folder: \Larry_Campbell_Nov2001_1\Notes Folders\All documents X-Origin: CAMPBELL-L X-FileName: lcampbe.nsf  Gentlemen, Here's some more results. Thanks  Marji 8 534 5524   <<PCB Master Log.xls>>   - PCB Master Log.xls"
ham,X-Origin: BECK-S X-FileName: sbeck.nsf  Sally - please see the attached list as opposed to the one attached in Bob's  earlier memo.  This one is the latest and greatest.  Thanks!   
ham, Here is Staff's third set of data requests to the City of Pasadena in  WordPerfect and Rich Text Formats.  - datarequest 3 to Pasadena.wpd   - data request 3 to Pasadena.rtf 
ham, This is the redline    This is the clean  Please review and let me know if this is what you wanted.
ham," Sara,  Where do we stand on the contractual issues associated with getting this  software installed on our desktops?    Thanks and regards, John"
ham, do you have specific time info for saturday's activities? i might be tied up in the morning.  LC
ham," Keith, On a separate issue, TJ at Williams plans to do a Cal 05 Rockies piece if you'd like.  NW Rockies Jan 05-Dec 05 -0.355  0.5/d MS sells to Enron; Enron sells to Williams; Williams sells to Enron"
ham,"X-Origin: Kaminski-V X-FileName: vkamins.pst  Pam,  Another team:  Elena Chilkina Robert J. Guadette Joseph Helms Kenneth Jett Todd Litton MarK Westmoreland   Grade:  A-   Vince Kaminski"
ham, griese for duece
spam, http://www.cnn.com/2001/US/01/25/sawed.off.hand.ap/index.html
